parallel, parallels	parallell, parallellen, paralleller	N
parallel computing, parallel computings	parallelldator, parallelldatorn, parallelldatorer	N
parallelism, parallelisms	parallelism, parallelismen, parallelismer	N
parallellization, parallellizations	parallellisering, parallelliseringen, parallelliseringar	N
parameter, parameters	parameter, parametern, parametrar	N
parse, parsed, parsed	 parsa, parsade, parsat	V
parser, parsers	parser, parsern, parsers	N
parsing, parsings	parsning, parsningen, parsningar	N
part, parts	del, delen, delar	N
partition, partitions	del, delen, delar	N
partition, partitionned, partitionned	 dela, delade, delat	V
partnership, partnerships	partnerskap, partnerskapen, partnerskaper	N
password, passwords	lösenord, lösenordet, lösenord	N
path, paths	väg, vägen, vägar	N
pattern, patterns	mönster, mönstret, mönster	N
peer, peers	jämlike, jämliken, jämlikar	N
peer, peered, peered	 kika, kikade, kikat	V
penalty, penalties	bestraffning, bestraffningen, bestraffningar	N
perform, performed, performed	 utföra, utförde, utfört	V
performance, performances	prestanda, prestandan, prestanda	N
performance analysis, performance analyses	prestandaanalys, prestandaanalysen, prestandaanalyser	N
performance bottleneck, performance bottlenecks	prestandaflaskhals, prestandaflaskhalsen, prestandaflaskhalsar	N
performance optimization, performance optimizations	prestandaoptimering, prestandaoptimeringen, prestandaoptimeringar	N
peripheral	yttre, yttre	A
peripheral, peripherals	kringutrustning, kringutrustningen, kringutrustningar	N
perl, perls	perl, perlet, perl	N
permutation, permutations	permutation, permutationen, permutationer	N
persistent	ständig, ständigt	A
personal computer, personal computers	persondator, persondatorn, persondatorer	N
philosophy, philosophies	filosofi, filosofin, filosofier	N
php, phps	php, phpn, phper	N
physics, physicses	fysik, fysiken, fysiker	N
picture, pictures	bild, bilden, bilder	N
pin, pins	stift, stiftet, stift	N
pitch, pitches	topp, toppen, toppar	N
pixel, pixels	pixel, pixeln, pixlar	N
plane, planes	nivå, nivån, nivåer	N
plane, planed, planed	 plana, planade, planat	V
planning, plannings	planering, planeringen, planeringar	N
platform, platforms	plattform, plattformen, plattformar	N
player, players	spelare, spelaren, spelare	N
point, points	punkt, punkten, punkter	N
pointer, pointers	pekare, pekaren, pekare	N
poison, poisons	gift, giftet, gifter	N
polymorph	polymorf, polymorft	A
polymorphism, polymorphisms	polymorfism, polymorfismen, polymorfismer	N
port, ports	port, porten, portar	N
portable	bärbar, bärbart	A
power, powers	kraft, kraften, krafter	N
power, powered, powered	 driva, drev, drivit	V
power consumption, power consumptions	strömförbrukning, strömförbrukningen, strömförbrukningar	N
power supply, power supplies	nätaggregat, nätaggregatet, nätaggregat	N
practical	praktisk, praktiskt	A
practice, practices	praktiken, praktiken, praktiker	N
precision, precisions	precision, precisionen, precisioner	N
precondition, preconditions	förhandsvillkor, förhandsvillkoret, förhandsvillkor	N
predicate logic, predicate logics	predikatlogik, predikatlogiken, predikatlogikar	N
predict, predicted, predicted	 förutsäga, förutsade, förutsagt	V
prediction, predictions	förutsägelse, förutsägelsen, förutsägelser	N
prepare, prepared, prepared	 förbereda, förberedde, förberett	V
prerequisite, prerequisites	förkunskapskrav, förkunskapskravet, förkunskapskrav	N
presence, presences	närvaro, närvaron, närvaro	N
presentation, presentations	presentation, presentationen, presentationer	N
prevention, preventions	förebyggande, förebyggandet, förebygganden	N
primary	primär, primärt	A
primitive	primitiv, primitivt	A
principle, principles	princip, principen, principer	N
printed circuit board, printed circuit boards	mönsterkort, mönsterkortet, mönsterkort	N
printer, printers	skrivare, skrivaren, skrivare	N
priority, priorities	prioritet, prioriteten, prioriteter	N
priority queue, priority queues	prioritetskö, prioritetsköen, prioritetsköer	N
privacy, privacies	privatliv, privatlivet, privatliv	N
probability, probabilities	sannolikhet, sannolikheten, sannolikheter	N
probability distribution, probability distributions	sannolikhetsfördelning, sannolikhetsfördelningen, sannolikhetsfördelningar	N
problem, problems	problem, problemet, problem	N
problem solving, problem solvings	problemlösning, problemlösningen, problemlösningar	N
procedure, procedures	procedur, proceduren, procedurer	N
process, processes	process, processen, processer	N
processing, processings	bearbetning, bearbetningen, bearbetningar	N
processor, processors	processor, processorn, processorer	N
processor architecture, processor architectures	processorarkitektur, processorarkitekturen, processorarkitekturer	N
processor base, processor bases	processorbas, processorbasen, processorbaser	N
processor core, processor cores	processorkärna, processorkärnan, processorkärnor	N
product, products	produkt, produkten, produkter	N
productivity, productivities	produktivitet, produktiviteten, produktiviteter	N
professional	professionell, professionellt	A
proficiency, proficiencies	skicklighet, skickligheten, skickligheter	N
program, programs	program, programmet, program	N
program, programmed, programmed	 programmera, programmerade, programmerat	V
program code, program codes	programkod, programkoden, programkodar	N
program component, program components	programkomponent, programkomponenten, programkomponenter	N
program plan, program plans	programplan, programplanen, programplaner	N
program registration, program registrations	programregistrering, programregistreringen, programregistreringar	N
program verification, program verifications	programverifiering, programverifieringen, programverifieringar	N
programmable	programerbar, programerbart	A
programmer, programmers	programmerare, programmeraren, programmerare	N
programming, programmings	programmering, programmeringen, programmeringar	N
programming assignment, programming assignments	programmeringsuppgift, programmeringsuppgiften, programmeringsuppgifter	N
programming course, programming courses	programmeringskurs, programmeringskursen, programmerinskurser	N
programming language, programming languages	programmeringsspråk, programmeringsspråket, programmeringsspråk	N
programming paradigm, programming paradigms	programmeringsparadigm, programmeringsparadigmen, programmeringsparadigmer	N
programming problem, programming problems	programmeringsproblem, programmeringsproblemet, programmeringsproblem	N
programming skill, programming skills	programmeringskunskap, programmeringskunskapen, programmeringskunskaper	N
progress, processes	framgång, framgången, framgångar	N
project, projects	projekt, projektet, projekt	N
project, projected, projected	 framhäva, framhävde, framhävt	V
proof, proofs	bevis, beviset, bevis	N
property, properties	egenskap, egenskapen, egenskaper	N
propositional logic, propositional logics	satslogik, satslogiken, satslogiker	N
protection, protections	skydd, skyddet, skydd	N
protocol, protocols	protokoll, protokollet, protokoll	N
prototype, prototypes	prototyp, prototypen, prototyper	N
provider, providers	leverantör, leverantören, leverantörer	N
pseudo	pseudo, pseudo	A
public	publik, publikt	A
public, publics	allmänhet, allmänheten, allmänheter	N
publish, published, published	 publicera, publicerade, publicerat	V
purpose, purposes	syfte, syftet, syften	N
quality, qualities	kvalitet, kvaliteten, kvaliteter	N
quantitative	kvantitiv, kvantitivt	A
quantum computer, quantum computers	kvantdator, kvantdatorn, kvantdatorer	N
query, queries	fråga, frågan, frågor	N
question, questionned, questionned	 ifrågasätter, ifrågasatte, ifrågasatt	V
queue, queues	kö, kön, köer	N
queue, queued, queued	 köa, köade, köat	V
quick	snabb, snabbt	A
radio, radios	radio, radion, radior	N
random	slumpmässig, slumpmässigt	A
randomization, randomizations	randomisering, randomiseringen, randomiseringar	N
rapid	snabb, snabbt	A
rate, rates	takt, takten, takter	N
rate, rated, rated	 räkna, räknade, räknat	V
ratio, ratios	kvot, kvoten, kvoter	N
raw, raws	rå, råa, råa	N
ray, rays	stråle, strålen, strålar	N
ray, rayed, rayed	 stråla, strålade, strålat	V
read, read, read	 läsa, läste, läst	V
reader, readers	läsare, läsaren, läsare	N
readiness, readinesses	beredskap, beredskapen, beredskaper	N
reality, realitys	verklighet, verkligheten, verkligheter	N
reasoning, reasonings	resonemang, resonemanget, resonemang	N
recent	färsk, färskt	A
recognition, recognitions	igenkänning, igenkänningen, igenkänningar	N
recorder, recorders	registrator, registratorn, registratorer	N
recording, recordings	inspelning, inspelningen, inspelningar	N
recoverable	återhämtningsbar, återhämtningsbart	A
recovery, recoveries	återhämtning, återhämtningen, håterhämtningar	N
recursion, recursions	rekursion, rekursionen, rekursioner	N
recursive	rekursiv, rekursivt	A
recursive data type, recursive data types	rekursiv datatyp, rekursiva datatypen, rekursiva datatyper	N
reduce, reduced, reduced	 minska, minskade, minskat	V
reduction, reductions	reduktion, reduktionen, reduktioner	N
redundancy, redundancies	överskott, överskottet, överskott	N
redundant	överflödig, överflödigt	A
reference, references	referens, referensen, referenser	N
reflection, reflections	reflektion, reflektionen, reflektioner	N
region, regions	område, området, områden	N
register, registers	register, registret, register	N
register, registered, registered	 registrera, registrerade, registrerat	V
regular	regelbunden, regelbundet	A
regular expression, regular expressions	reguljärt uttryck, reguljära uttrycket, reguljära uttryck	N
reinforce, reinforced, reinforced	 förstärka, förstärkte, förstärkt	V
relate, related, related	 relatera, relaterade, relaterat	V
relation, relations	relation, relationen, relationer	N
relational database, relational databases	relationsdatabas, relationsdatabasen, relationsdatabaser	N
relationship, relationships	samband, sambandet, samband	N
relay, relays	relä, reläen, reläer	N
reliable	pålitlig, pålitligt	A
remote	avlägsen, avlägset	A
rendering, renderings	rendering, renderingen, renderingar	N
replaceable	ersättlig, ersättligt	A
replacement, replacements	ersättning, ersättningen, ersättningar	N
report, reports	rapport, rapporten, rapporter	N
report, reported, reported	 rapportera, rapporterade, rapporterat	V
request, requests	begäran, begäran, begäran	N
request, requested, requested	 begära, begärde, begärt	V
require, required, required	 kräva, krävde, krävt	V
requirement, requirements	krav, kravet, krav	N
requirements analysis, requirements analyses	kravhantering, kravhanteringen, kravhanteringar	N
research, researches	forskning, forskningen, forskningar	N
research, researched, researched	 efterforska, efterforskade, efterforskat	V
reservation, reservations	bokning, bokningen, bokningar	N
resolution, resolutions	upplösning, upplösningen, upplösningar	N
resource, resources	resurs, resursen, resurser	N
resource requirement search, resource requirement searches	resurskravsökning, resurskravsökningen, resurskravsökningar	N
response, responses	respons, responsen, responser	N
responsibility, responsibilitys	ansvar, ansvaret, ansvar	N
result, results	resultat, resultatet, resultat	N
robot, robots	robot, roboten, robotar	N
robotics, roboticses	robotik, robotiken, robotiker	N
role, roles	roll, rollen, roller	N
root, rooted, rooted	 roota, rootade, rootat	V
router, routers	router, routern, routrar	N
routine, routines	rutin, rutinen, rutiner	N
routing protocol, routing protocols	routingprotokoll, routingprotokollet, routingprotokoll	N
routing table, routing tables	dirigeringstabell, dirigeringstabellen, dirigeringstabeller	N
rule, rules	regel, regeln, regler	N
run, ran, run	 köra, körde, kört	V
runtime, runtimes	körning, körningen, körningar	N
runtime error, runtime errors	exekveringsfel, exekveringsfeln, exekveringsflar	N
safety, safeties	säkerhet, säkerheten, säkerheter	N
sample, sampled, sampled	 provsmaka, provsmakade, provsmakat	V
sata, satas	sata, sataet, sata	N
satisfaction, satisfactions	tillfredsställelse, tillfredsställelsen, tillfredsställelser	N
save, saved, saved	 spara, sparade, sparat	V
scalability, scalabilities	skalbarhet, skalbarheten, skalbarheter	N
scale, scales	skala, skalan, skalor	N
scale, scaled, scaled	 skala, skalade, skalat	V
scanner, scanners	skanner, skannern, skannrar	N
science, sciences	vetenskap, vetenskapen, vetenskaper	N
scientific	vetenskaplig, vetenskapligt	A
scope, scopes	räckvidd, räckvidden, räckvidder	N
scramble, scrambled, scrambled	 förvränga, förvrängde, förvrängt	V
scratch, scratches	repa, repan, repor	N
scratch, scratched, scratched	 repa, repade, repat	V
screen, screens	skärm, skärmen, skärmar	N
screensaver, screensavers	skärmsläckare, skärmsläckaren, skärmsläckare	N
scripting language, scripting languages	skriptspråk, skriptspråken, skriptspråkar	N
search, searched, searched	 söka, sökte, sökt	V
section, sections	sektion, sektionen, sektioner	N
sector, sectors	sektor, sektorn, sektorer	N
secure, secured, secured	 säkra, säkrade, säkrat	V
security, securities	säkerhet, säkerheten, säkerheter	N
security protocol, security protocols	säkerhetsprotokoll, säkerhetsprotokollet, säkerhetsprotokoll	N
segmentation, segmentations	segmentering, segmenteringen, segmenteringar	N
select, selected, selected	 välja, valde, valt	V
selection, selections	urval, urvalet, urval	N
selection sort, selection sorts	urvalssortering, urvalssorteringen, urvalssorteringar	N
semantic	semantisk, semantiskt	A
semantics, semanticses	semantik, semantiken, semantiker	N
semaphore, semaphores	semafor, semaforen, semaforer	N
semiconductor, semiconductors	halvledare, halvledaren, halvledare	N
sense, senses	sinne, sinnet, sinnen	N
sense, sensed, sensed	 förstå, förstod, förstått	V
sensor, sensors	sensor, sensorn, sensorer	N
separate, separated, separated	 åtskilja, åtskilde, åtskilt	V
sequence, sequences	sekvens, sekvensen, sekvernser	N
sequential	sekventiell, sekventiellt	A
server, servers	server, servern, servrar	N
service, services	tjänst, tjänsten, tjänster	N
session, sessions	session, sessionen, sessioner	N
set, sets	uppsättning, uppsättningen, uppsättningar	N
set, set, set	 sätta, satte, satt	V
set theory, set theories	mängdteori, mängdteorin, mängteorier	N
setting, settings	inställning, inställningen, inställningar	N
shadow, shadows	skugga, skuggan, skuggor	N
share, shared, shared	 dela, delade, delat	V
shareware, sharewares	shareware, sharewareet, sharewares	N
sharing, sharings	fördelning, fördelningen, fördelningar	N
sheet, sheets	ark, arket, ark	N
shelf, shelfs	hylla, hyllan, hyllor	N
side, sides	sida, sidan, sidor	N
signal processing, signal processings	signalbehandling, signalbehandlingen, signalbehandlingar	N
signature, signatures	signatur, signaturen, signaturer	N
significant	viktig, viktigt	A
silicon, silicons	silikon, silikonet, silikon	N
similar	liknande, liknande	A
simulate, simulated, simulated	 simulera, simulerade, simulerat	V
simulation, simulations	simulering, simuleringen, simuleringar	N
simulation method, simulation methods	simuleringsmetod, simuleringsmetoden, simuleringsmetoder	N
singleton, singletons	singleton, singeltonen, singeltons	N
site, sites	läge, läget, lägen	N
skill, skills	färdighet, färdigheten, färdigheter	N
software, softwares	programvara, programvaran, programvaror	N
software architecture, software architectures	mjukvaruarkitektur, mjukvaruarkitekturen, mjukvaruarkitekturer	N
software deployment, software deployments	mjukvaruimplementering, mjukvaruimplementeringen, mjukvaruimplementeringar	N
software development, software developments	mjukvaruutveckling, mjukvaruutvecklingen, mjukvaruutvecklingar	N
software development assignment, software development assignments	mjukvaruutvecklingsuppgift, mjukvaruutvecklingsuppgiften, mjukvaruutvecklingsuppgifter	N
software development process, software development processes	mjukvaruutvecklingsprocess, mjukvaruutvecklingsprocessen, mjukvaruutvecklingsprocesser	N
software development project, software development projects	mjukvaruutvecklingsprojekt, mjukvaruutvecklingsprojektet, mjukvaruutvecklingsprojekt	N
software engineer, software engineers	mjukvaruingenjör, mjukvaruingenjöret, mjukvaruingenjör	N
software system, software systems	mjukvarusystem, mjukvarusystemet, mjukvarusystem	N
software technology, software technologies	programvaruteknik, programvarutekniken, programvarutekniker	N
software tool, software tools	programmeringsverktyg, programmeringsverktyget, programmeringsverktyg	N
solid, solids	solid, soliden, solider	N
solution, solutions	lösning, lösningen, lösningar	N
solve, solved, solved	 lösa, löste, löst	V
sort, sorted, sorted	 sortera, sorterade, sorterat	V
sorting algorithm, sorting algorithms	sorteringsalgoritm, sorteringsalgoritmen, sorteringsalgoritmer	N
sound, sounds	ljud, ljudet, ljud	N
sound, sounded, sounded	 ljuda, ljöd, ljudit	V
sound card, sound cards	ljudkort, ljudkortet, ljudkort	N
source, sources	källa, källan, källor	N
source code, source codes	källkod, källkoden, källkodar	N
space, spaces	plats, platsen, platser	N
space, spaced, spaced	 fördela, fördelade, fördelat	V
spam, spams	skräppost, skräpposten, skräpposter	N
special	särskild, särskilt	A
specific	särskild, särskilt	A
specification, specifications	specifikation, specifikationen, specifikationer	N
specify, specified, specified	 specifiera, specifierade, specifierat	V
spectrum, spectrums	spektrum, spektrumet, spektra	N
speculation, speculations	spekulering, spekuleringen, spekuleringar	N
speech recognition, speech recognitions	taligenkänning, taligenkänningen, taligenkänningar	N
speed, speeds	hastighet, hastigheten, hastigheter	N
spline, splines	lister, listret, lister	N
spreadsheet, spreadsheets	kalkylprogram, kalkylprogrammet, kalkylprogram	N
square, squares	kvadrat, kvadraten, kvadrater	N
ssh, sshes	ssh, sshen, ssher	N
stack, stacks	stack, stacken, stackar	N
standard	standard, standardt	A
standard, standards	standard, standarden, standarder	N
standard algorithm, standard algorithms	standardalgoritm, standardalgoritmen, standardalgoritmer	N
standard class, standard classes	standardklass, standardklassen, standardklasser	N
standard library, standard libraries	standardbibliotek, standardbiblioteket, standardbibliotek	N
start, started, started	 börja, började, börjat	V
state, states	tillstånd, tillståndet, tillstånd	N
state, stated, stated	 konstatera, konstaterade, konstaterat	V
statement, statements	sats, satsen, satser	N
static	statisk, statiskt	A
static memory, static memories	statiskt minne, statiska minnet, statiska minnen	N
static random-access memory, static random-access memories	statiskt minne, statiska minnet, statiska minnen	N
statistical	statistisk, statistiskt	A
statistics, statisticses	statistik, statistiken, statistiker	N
stereo, stereos	stereo, stereon, stereor	N
storage, storages	lagring, lagringen, lagringar	N
storage techniques, storage techniqueses	lagringsteknik, lagringstekniken, lagringstekniker	N
store, stored, stored	 lagra, lagrade, lagrat	V
storm, storms	storm, stormen, stormar	N
storm, stormed, stormed	 storma, stormade, stormat	V
strategy, strategys	strategi, strategin, strategier	N
stream, streams	ström, strömmen, strömmar	N
stream, streamed, streamed	 strömma, strömmade, strömmat	V
strict	strikt, strikt	A
string, strings	sträng, strängen, strängar	N
structure, structures	struktur, strukturen, strukturer	N
structure, structured, structured	 strukturera, strukturerade, strukturerat	V
student, students	student, studenten, studenter	N
study, studied, studied	 studera, studerade, studerat	V
style, styles	stil, stilen, stilar	N
subclass, subclasss	subklass, subklassen, subklasser	N
subjunctive, subjunctives	konjunktiv, konjunktivet, konjunktiv	N
submission, submissions	inlämning, inlämningen, inlämningar	N
subroutine, subroutines	subrutin, subrutinen, subrutiner	N
subscriber, subscribers	prenumerant, prenumeranten, prenumeranter	N
subset, subsets	delmängd, delmängden, delmängder	N
subsystem, subsystems	subsystem, subsystemet, subsystem	N
suite, suites	svit, sviten, sviter	N
summarize, summarized, summarized	 summera, summerade, summerat	V
superclass, superclasss	superklass, superklassen, superklasser	N
supercomputer, supercomputers	superdator, superdatorn, superdatorer	N
supervision, supervisions	handledning, handledningen, handledningar	N
support, supports	stöd, stödet, stöd	N
support, supported, supported	 stödja, stödde, stött	V
sustainability, sustainabilities	hållbarhet, hållbarheten, hållbarheter	N
sustainable	hållbar, hållbart	A
switch, switches	strömbrytare, strömbrytaren, strömbrytare	N
switch, switched, switched	 switcha, switchade, switchat	V
symbol, symbols	symbol, symbolen, symboler	N
symmetric	symmetrisk, symmetriskt	A
synchronization, synchronizations	synkronisering, synkroniseringen, synkroniseringar	N
synchronization error, synchronization errors	synkroniseringsfel, synkroniseringsflet, synkroniseringsfel	N
syntax, syntaxes	syntax, syntaxen, syntaxer	N
syntax analysis, syntax analyses	syntaxanalys, syntaxanalysen, syntaxanalyser	N
system, systems	system, systemet, system	N
system requirement, system requirements	systemkrav, systemkravet, systemkrav	N
system specification, system specifications	systemspecifikation, systemspecifikationen, systemspecifikationer	N
system verification, system verifications	systemverifiering, systemverifieringen, systemverifieringar	N
systematic	systematisk, systematiskt	A
systematic	systematisk, systematiskt	A
table, tables	tabell, tabellen, tabeller	N
tag, tags	tagg, taggen, taggar	N
tape, taped, taped	 banda, bandade, bandat	V
tape drive, tape drives	bandstation, bandstationen, bandstationer	N
task, tasks	arbetsuppgift, arbetsuppgiften, arbetsuppgifter	N
taskbar, taskbars	aktivitetsfält, aktivitetsfältet, aktivitetsfält	N
teach, taught, taught	 undervisa, undervisade, undervisat	V
team, teams	lag, laget, lag	N
technical	teknisk, tekniskt	A
technique, techniques	teknik, tekniken, tekniker	N
technological	teknologisk, teknologiskt	A
technology, technologies	teknologi, teknologin, teknologier	N
telecommunication, telecommunications	telekommunikation, telekommunikationen, telekommunikationer	N
telecommunications, telecommunicationses	telekommunikation, telekommunikationen, telekommunikationer	N
telephony, telephonies	telefoni, telefonin, telefonier	N
template, templates	mall, mallen, mallar	N
temporal	temporär, temporärt	A
terabyte, terabytes	terabyte, terabyten, terabytes	N
term, terms	term, termen, termer	N
terminal	terminal, terminalt	A
terminal, terminals	terminal, terminalen, terminaler	N
terminator, terminators	terminator, terminatorn, terminatorer	N
terminology, terminologies	terminologi, terminologin, terminologier	N
test, tests	test, testet, tester	N
test, tested, tested	 testa, testade, testat	V
text, texts	text, texten, texter	N
text editor, text editors	textredigerare, textredigeraren, textredigerare	N
theorem, theorems	sats, satsen, satser	N
theoretical	teoretisk, teoretiskt	A
theory, theories	teori, teorin, teorier	N
thesis, thesiss	tes, tesen, teser	N
thread, threads	tråd, tråden, trådar	N
throughput, throughputs	genomströmning, genomströmningen, genomströmningar	N
time, times	tid, tiden, tider	N
time, timed, timed	 tajma, tajmade, tajmat	V
time complexity, time complexities	tidskomplexitet, tidskomplexiteten, tidskomplexiteter	N
token, tokens	token, tokenet, tokens	N
tolerance, tolerances	tolerans, toleransen, toleranser	N
tool, tools	verktyg, verktyget, verktyg	N
toolbox, toolboxes	verktygslåda, verktygslådan, verktygslådor	N
topic, topics	ämne, ämnet, ämnen	N
topology, topologies	topologi, topologin, topologier	N
touchscreen, touchscreens	pekskärm, pekskärmen, pekskärmar	N
trace, traced, traced	 spåra, spårade, spårat	V
trackpad, trackpads	styrplatta, styrplattan, styrplattor	N
transaction, transactions	transaktion, transaktionen, transaktioner	N
transfer, transfers	omplacering, omplaceringen, omplaceringar	N
transfer, transfered, transfered	 överföra, överförde, överfört	V
transform, transformed, transformed	 omvandla, omvandlade, omvandlat	V
transformation, transformations	omvandling, omvandlingen, omvandlingar	N
transformer, transformers	transformator, transformatorn, transformatorer	N
transistor, transistors	transistor, transistorn, transistorer	N
translation, translations	översättning, översättningen, översättningar	N
translator, translators	översättare, översättaren, översättare	N
transmission, transmissions	överföring, överföringen, överföringar	N
transportation, transportations	transportering, transporteringen, transporteringar	N
tree, trees	träd, trädet, träd	N
triton, tritons	triton, tritonet, triton	N
true, trues	sanning, sanningen, sanningar	N
truth value, truth values	sanningsvärde, sanningsvärdet, sanningsvärden	N
tube, tubes	tub, tuben, tuber	N
two-factor authentication, two-factor authentications	tvåfaktorautentisering, tvåfaktorautentiseringen, tvåfaktorautentiseringar	N
type, types	typ, typen, typer	N
type, typed, typed	 symbolisera, symboliserade, symboliserat	V
unauthorized access, unauthorized accesses	obehörig åtkomst, obehöriga åtkomsten, obehöriga åtkomstar	N
uncertainty, uncertainties	osäkerhet, osäkerheten, osäkerhetar	N
underlying	underliggande, underliggande	A
unification, unifications	unifiering, unifieringen, unifieringar	N
uniform	enhetlig, enhetligt	A
uniform, uniforms	uniform, uniformen, uniformer	N
unify, unified, unified	 förena, förenade, förenat	V
union, unions	union, unionen, unioner	N
unique	unik, unikt	A
unique key, unique keys	databasnyckel, databasnyckeln, databasmycklar	N
unit, units	enhet, enheten, enheter	N
universal	allmän, allmänt	A
university, universities	universitet, universitetet, universitet	N
unreliable	opålitlig, opålitligt	A
update, updates	uppdatering, uppdateringen, uppdateringar	N
update, updated, updated	 uppdatera, uppdaterade, uppdaterat	V
use, used, used	 använda, använde, använt	V
use case, use cases	användningsfall, användningsfallet, användningsfall	N
user, users	användare, användaren, användare	N
user agent, user agents	användaragent, användaragenten, avändaragenter	N
user experience, user experiences	användarupplevelse, användarupplevelsen, användarupplevelser	N
user group, user groups	användargrupp, användargruppen, användargrupper	N
user interface, user interfaces	användargränssnitt, användargränssnittet, användargränssnitt	N
user test, user tests	användartest, användartestet, användartester	N
utility, utilities	verktyg, verktyget, verktyg	N
validation, validations	validering, valideringen, valideringar	N
value, values	värde, värdet, värden	N
value, valued, valued	 värdera, värderade, värderat	V
variable, variables	variabel, variabeln, variabler	N
variance, variances	varians, variansen, varianser	N
vary, varied, varied	 variera, varierade, varierat	V
vector, vectors	vektor, vektorn, vektorer	N
vehicle, vehicles	fordon, fordonet, fordon	N
verification, verifications	verifiering, verifieringen, verifieringar	N
verify, verified, verified	 verifiera, verifierade, verifierat	V
versatile	allsidig, allsidigt	A
version, versions	version, versionen, versioner	N
version control, version controls	versionshantering, versionshanteringen, versionshanteringar	N
version control system, version control systems	versionshanteringssystem, versionshanteringssystemet, versionshanteringssystem	N
video, videos	video, videon, videor	N
video card, video cards	grafikkort, grafikkortet, grafikkort	N
virtual	virtuell, virtuellt	A
virtual private network, virtual private networks	virtuellt privat nätverk, virtuella privata nätverket, virtuella privata nätverk	N
virus, viruses	virus, viruset, virus	N
visual	visuell, visuellt	A
visualization, visualizations	visualisering, visualiseringen, visualiseringar	N
voice, voices	röst, rösten, röster	N
volatile	labil, labilt	A
voltage, voltages	spänning, spänningen, spänningar	N
volume, volumes	volym, volymen, volymer	N
vulnerability, vulnerabilities	sårbarhet, sårbarheten, sårbarheter	N
warehouse, warehouses	lager, lagret, lager	N
waterfall model, waterfall models	vattenfallsmodell, vattenfallsmodellen, vattenfallsmodeller	N
web application, web applications	webbapplikation, webbapplikationen, webbapplikationer	N
web browser, web browsers	webbläsare, webbläsaren, webbläsare	N
web page, web pages	webbsida, webbsidan, webbsidor	N
web server, web servers	webbserver, webbservern, webbservrar	N
webcam, webcams	webbkamera, webbkameran, webbkameror	N
website, websites	hemsida, hemsidan, hemsidor	N
well-grounded	välgrundad, välgrundat	A
while-loop, while-loops	while-loop, while-loopen, while-loopar	N
while-statement, while-statements	while-sats, while-satsen, while-satser	N
whitelist, whitelists	vitlista, vitlistan, vitlistor	N
window, windows	fönster, fönstret, fönster	N
wireless	trådlös, trådlöst	A
word, worded, worded	 uttrycka, uttryckte, uttryckt	V
word processor, word processors	ordbehandlare, ordbehandlaren, ordbehandlare	N
work, works	arbete, arbetet, arbeten	N
world, worlds	värld, världen, världar	N
worldwide	global, globalt	A
write, wrote, written	 skriva, skrev, skrivit	V
